,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
3285273,3285273,Female,35,1,20.0,0,1-2 Year,Yes,2630.0,156.0,46,0
2566149,2566149,Male,44,1,28.0,0,1-2 Year,Yes,33785.0,26.0,289,1
8912398,8912398,Female,45,1,28.0,0,1-2 Year,Yes,29056.0,124.0,106,0
10817083,10817083,Female,29,1,49.0,0,< 1 Year,Yes,2630.0,152.0,228,0
1020334,1020334,Male,48,1,28.0,0,1-2 Year,Yes,39758.0,26.0,296,0
4223182,4223182,Male,41,1,28.0,0,1-2 Year,Yes,24897.0,124.0,251,0
6616196,6616196,Female,40,1,8.0,1,1-2 Year,No,2630.0,124.0,194,0
7158348,7158348,Female,21,1,8.0,1,< 1 Year,No,32612.0,160.0,211,0
8026053,8026053,Male,50,1,39.0,0,1-2 Year,Yes,2630.0,124.0,55,0
2957495,2957495,Male,54,1,28.0,0,1-2 Year,Yes,35110.0,26.0,289,0
8910726,8910726,Male,47,1,48.0,1,1-2 Year,No,2630.0,15.0,179,0
6991364,6991364,Female,25,1,28.0,1,< 1 Year,No,25459.0,152.0,135,0
8534910,8534910,Female,21,1,28.0,1,< 1 Year,No,40404.0,152.0,202,0
1054457,1054457,Male,26,1,33.0,1,< 1 Year,No,44000.0,152.0,147,0
9284641,9284641,Male,30,1,41.0,1,< 1 Year,No,35230.0,160.0,254,0
8146580,8146580,Female,27,1,41.0,1,< 1 Year,No,25657.0,152.0,195,0
9315206,9315206,Female,25,1,28.0,1,< 1 Year,No,29861.0,152.0,128,0
609126,609126,Female,44,1,28.0,0,1-2 Year,Yes,46104.0,26.0,107,0
547138,547138,Female,57,1,24.0,1,1-2 Year,No,2630.0,152.0,27,0
10827981,10827981,Female,29,1,46.0,0,< 1 Year,Yes,23161.0,124.0,173,0
6384630,6384630,Male,28,1,11.0,0,< 1 Year,Yes,2630.0,163.0,185,0
6416674,6416674,Male,49,1,22.0,1,1-2 Year,No,30861.0,124.0,117,0
11392434,11392434,Male,42,1,28.0,0,1-2 Year,Yes,35463.0,26.0,284,1
3122542,3122542,Male,57,1,8.0,0,1-2 Year,Yes,2630.0,26.0,216,0
6287237,6287237,Female,26,1,39.0,0,< 1 Year,Yes,26774.0,124.0,273,0
10124668,10124668,Female,26,1,30.0,1,< 1 Year,No,48767.0,152.0,237,0
8143489,8143489,Female,20,1,2.0,1,< 1 Year,No,37457.0,160.0,292,0
9329365,9329365,Male,57,1,8.0,0,1-2 Year,Yes,43492.0,26.0,252,0
3706403,3706403,Female,45,1,28.0,0,1-2 Year,Yes,48660.0,26.0,206,1
1548596,1548596,Female,25,1,14.0,1,< 1 Year,No,28730.0,152.0,206,0
10422682,10422682,Female,26,1,8.0,1,< 1 Year,No,43249.0,152.0,185,0
4203048,4203048,Male,39,1,36.0,0,1-2 Year,Yes,32201.0,26.0,182,0
7949768,7949768,Male,43,1,28.0,0,1-2 Year,Yes,44404.0,26.0,270,0
9880704,9880704,Male,49,1,20.0,1,1-2 Year,No,2630.0,26.0,74,0
11480118,11480118,Female,26,1,28.0,1,< 1 Year,No,42763.0,152.0,239,0
7567322,7567322,Male,31,1,33.0,0,1-2 Year,Yes,2630.0,124.0,190,0
7045538,7045538,Male,69,1,28.0,1,1-2 Year,Yes,24406.0,26.0,110,0
262307,262307,Female,34,1,8.0,1,1-2 Year,No,37610.0,26.0,16,0
6472364,6472364,Male,24,1,6.0,1,< 1 Year,No,20982.0,152.0,122,0
8396764,8396764,Female,47,1,28.0,0,< 1 Year,Yes,63945.0,26.0,220,0
1271355,1271355,Female,23,1,3.0,1,< 1 Year,No,24352.0,151.0,170,0
1551656,1551656,Female,41,1,45.0,1,1-2 Year,No,32589.0,7.0,81,0
6780866,6780866,Male,40,1,45.0,0,1-2 Year,Yes,27121.0,160.0,44,0
8457479,8457479,Female,58,1,28.0,0,1-2 Year,Yes,41464.0,26.0,160,0
11017628,11017628,Female,44,1,8.0,0,1-2 Year,Yes,53873.0,124.0,256,0
6102112,6102112,Male,58,1,5.0,0,1-2 Year,Yes,23762.0,26.0,64,0
1525165,1525165,Female,23,1,45.0,1,< 1 Year,No,28022.0,151.0,92,0
4010485,4010485,Female,22,1,50.0,1,< 1 Year,No,32908.0,152.0,184,0
9330051,9330051,Female,24,1,8.0,1,< 1 Year,No,36137.0,152.0,256,0
4293106,4293106,Female,31,1,28.0,0,< 1 Year,Yes,50812.0,26.0,81,1
8244749,8244749,Male,27,1,41.0,1,< 1 Year,No,2630.0,152.0,226,0
9245903,9245903,Male,35,1,37.0,0,1-2 Year,No,36115.0,26.0,287,0
5435172,5435172,Female,41,1,28.0,1,1-2 Year,No,27007.0,60.0,215,0
5939854,5939854,Female,38,1,28.0,0,1-2 Year,Yes,28233.0,157.0,208,0
6317406,6317406,Male,54,1,38.0,0,1-2 Year,Yes,34253.0,26.0,207,0
2362590,2362590,Male,21,1,46.0,1,< 1 Year,No,35343.0,160.0,173,0
10013835,10013835,Male,60,1,28.0,1,1-2 Year,Yes,52710.0,124.0,136,0
1783884,1783884,Female,26,1,11.0,1,< 1 Year,No,35256.0,152.0,212,0
1818060,1818060,Female,23,1,3.0,0,< 1 Year,No,28368.0,160.0,78,0
8356666,8356666,Female,22,1,3.0,1,< 1 Year,No,41747.0,152.0,194,0
5890308,5890308,Female,24,1,37.0,0,< 1 Year,No,33957.0,152.0,191,0
9686936,9686936,Male,42,1,41.0,0,1-2 Year,Yes,31469.0,124.0,265,0
7320942,7320942,Male,37,1,15.0,1,1-2 Year,No,27786.0,124.0,289,0
528138,528138,Female,22,1,22.0,0,< 1 Year,Yes,48293.0,152.0,126,0
9254251,9254251,Male,27,1,33.0,1,< 1 Year,No,39300.0,152.0,241,0
6421254,6421254,Female,21,1,15.0,0,< 1 Year,Yes,30797.0,160.0,126,0
877635,877635,Male,47,1,3.0,0,1-2 Year,Yes,35417.0,26.0,232,0
3266264,3266264,Female,27,1,41.0,1,< 1 Year,No,35382.0,152.0,294,0
9681861,9681861,Male,27,1,50.0,0,< 1 Year,Yes,28519.0,152.0,87,1
1609157,1609157,Female,38,1,28.0,0,> 2 Years,Yes,48707.0,124.0,256,0
7107442,7107442,Male,52,1,35.0,1,1-2 Year,No,24325.0,152.0,181,0
10048513,10048513,Male,28,1,6.0,1,< 1 Year,No,30559.0,152.0,75,0
4145989,4145989,Female,59,1,28.0,0,1-2 Year,Yes,34608.0,122.0,63,0
4949946,4949946,Male,26,1,15.0,1,< 1 Year,No,34307.0,152.0,130,0
10011997,10011997,Male,26,1,41.0,1,< 1 Year,No,35290.0,152.0,241,0
427280,427280,Female,21,1,28.0,1,< 1 Year,No,48371.0,152.0,245,0
3640829,3640829,Male,59,1,8.0,0,1-2 Year,Yes,55615.0,26.0,166,0
3578667,3578667,Male,21,1,28.0,1,< 1 Year,No,23294.0,160.0,269,0
2293185,2293185,Female,25,1,35.0,0,< 1 Year,Yes,2630.0,152.0,287,0
118986,118986,Male,35,1,46.0,0,1-2 Year,Yes,23593.0,152.0,180,1
7944078,7944078,Female,43,1,35.0,0,1-2 Year,Yes,2630.0,124.0,227,1
3327544,3327544,Male,22,1,47.0,0,< 1 Year,Yes,37488.0,152.0,172,0
9999153,9999153,Male,24,1,6.0,0,< 1 Year,Yes,36299.0,152.0,267,1
7318835,7318835,Male,29,1,28.0,0,< 1 Year,Yes,62671.0,152.0,33,0
3855590,3855590,Male,72,1,28.0,0,1-2 Year,Yes,66568.0,26.0,232,0
2033391,2033391,Male,60,1,8.0,0,1-2 Year,Yes,29086.0,124.0,65,0
4388672,4388672,Male,28,1,41.0,1,< 1 Year,No,35368.0,152.0,168,0
8006940,8006940,Female,47,1,28.0,0,1-2 Year,Yes,40166.0,26.0,16,0
2845131,2845131,Male,43,1,28.0,0,1-2 Year,Yes,47971.0,26.0,290,0
11100228,11100228,Male,67,1,28.0,0,> 2 Years,Yes,33157.0,26.0,91,0
7322328,7322328,Male,70,1,35.0,0,1-2 Year,Yes,27531.0,26.0,31,0
4467185,4467185,Female,46,1,28.0,0,1-2 Year,Yes,29480.0,124.0,115,0
1387845,1387845,Male,28,1,28.0,1,< 1 Year,No,29112.0,152.0,63,0
3387763,3387763,Female,63,1,28.0,0,1-2 Year,Yes,67527.0,124.0,299,1
9629332,9629332,Male,44,1,8.0,0,1-2 Year,Yes,33258.0,26.0,243,0
11158312,11158312,Male,46,1,28.0,1,1-2 Year,No,46292.0,54.0,77,0
9084930,9084930,Male,41,1,31.0,0,1-2 Year,Yes,2630.0,22.0,103,0
9775140,9775140,Female,24,1,15.0,0,< 1 Year,Yes,41603.0,152.0,154,0
9559713,9559713,Female,27,1,28.0,0,1-2 Year,Yes,2630.0,154.0,227,1
9968885,9968885,Male,30,1,28.0,1,< 1 Year,No,70716.0,152.0,231,0
5817365,5817365,Female,78,1,46.0,1,1-2 Year,No,27018.0,124.0,55,0
9944254,9944254,Female,59,1,50.0,0,1-2 Year,Yes,30365.0,26.0,267,0
103180,103180,Male,25,1,50.0,1,< 1 Year,No,46660.0,152.0,130,0
7530425,7530425,Female,22,1,46.0,0,< 1 Year,Yes,37407.0,152.0,244,0
10103257,10103257,Male,37,1,15.0,0,1-2 Year,Yes,38119.0,124.0,152,0
7283255,7283255,Female,20,1,15.0,1,< 1 Year,No,31201.0,160.0,262,0
8162267,8162267,Female,58,1,28.0,0,1-2 Year,Yes,29463.0,156.0,76,1
1614462,1614462,Female,74,1,50.0,1,1-2 Year,No,28982.0,8.0,158,0
10668303,10668303,Female,24,1,33.0,0,< 1 Year,Yes,2630.0,152.0,152,0
10010767,10010767,Female,22,1,18.0,1,< 1 Year,No,26225.0,152.0,159,0
5733420,5733420,Male,33,1,10.0,0,< 1 Year,Yes,15338.0,152.0,270,1
5812771,5812771,Female,49,1,36.0,0,1-2 Year,No,54934.0,160.0,251,0
4690336,4690336,Female,23,1,33.0,1,< 1 Year,No,46958.0,152.0,233,0
2404980,2404980,Female,25,1,28.0,0,< 1 Year,Yes,2630.0,124.0,218,1
4555272,4555272,Male,25,1,46.0,0,< 1 Year,Yes,2630.0,152.0,137,1
196887,196887,Female,22,1,29.0,1,< 1 Year,No,25581.0,152.0,184,0
10420338,10420338,Male,21,1,28.0,0,< 1 Year,Yes,54291.0,152.0,76,0
7012930,7012930,Female,43,1,11.0,0,1-2 Year,Yes,23229.0,26.0,271,1
7087796,7087796,Female,23,1,29.0,1,< 1 Year,No,38025.0,152.0,262,0
2911343,2911343,Male,36,1,8.0,0,1-2 Year,No,34264.0,124.0,230,0
9960864,9960864,Female,31,1,11.0,0,1-2 Year,Yes,27317.0,155.0,114,1
9063945,9063945,Female,24,1,2.0,0,< 1 Year,No,29691.0,152.0,131,0
2443762,2443762,Male,44,1,11.0,0,1-2 Year,Yes,58924.0,26.0,230,0
7925368,7925368,Male,47,1,41.0,0,1-2 Year,No,2630.0,26.0,295,0
5482339,5482339,Male,59,1,28.0,0,1-2 Year,Yes,59816.0,26.0,120,0
9872803,9872803,Male,51,1,28.0,0,1-2 Year,Yes,45980.0,125.0,77,0
6522635,6522635,Female,22,1,11.0,1,< 1 Year,No,29587.0,152.0,244,0
1712120,1712120,Female,32,1,46.0,0,< 1 Year,Yes,2630.0,154.0,152,1
2678918,2678918,Female,30,1,35.0,1,< 1 Year,No,2630.0,152.0,90,0
9527246,9527246,Male,47,1,1.0,0,1-2 Year,No,2630.0,26.0,227,0
3157328,3157328,Female,55,1,10.0,0,> 2 Years,Yes,32358.0,26.0,195,1
1995151,1995151,Male,38,1,30.0,1,1-2 Year,No,29455.0,152.0,73,0
9234883,9234883,Male,25,1,18.0,1,< 1 Year,No,23133.0,152.0,131,0
10653641,10653641,Female,76,1,28.0,0,1-2 Year,Yes,27109.0,124.0,76,0
2439975,2439975,Female,74,1,46.0,1,1-2 Year,No,2630.0,124.0,291,0
3034723,3034723,Male,30,1,47.0,0,< 1 Year,Yes,34253.0,152.0,117,1
4892163,4892163,Female,58,1,28.0,0,1-2 Year,Yes,36252.0,26.0,94,0
5443642,5443642,Male,79,1,28.0,0,> 2 Years,Yes,58864.0,122.0,282,1
10676555,10676555,Male,44,1,31.0,0,1-2 Year,Yes,2630.0,26.0,118,1
5166097,5166097,Female,54,1,48.0,0,1-2 Year,Yes,2630.0,122.0,242,0
11003041,11003041,Male,59,1,28.0,0,1-2 Year,Yes,40772.0,26.0,140,0
3083054,3083054,Male,37,1,41.0,0,1-2 Year,Yes,38008.0,124.0,184,1
8141313,8141313,Male,45,1,4.0,0,1-2 Year,Yes,33273.0,124.0,171,1
8949428,8949428,Male,49,1,28.0,0,1-2 Year,Yes,30555.0,25.0,194,0
2868477,2868477,Female,23,1,39.0,1,< 1 Year,No,33287.0,26.0,185,0
11158865,11158865,Male,43,1,28.0,0,1-2 Year,Yes,30996.0,154.0,165,0
2189164,2189164,Female,22,1,7.0,0,< 1 Year,Yes,2630.0,152.0,201,0
10316457,10316457,Male,23,1,15.0,0,< 1 Year,No,2630.0,152.0,254,0
1294197,1294197,Male,25,1,49.0,1,< 1 Year,No,38176.0,152.0,105,0
10692047,10692047,Female,26,1,11.0,1,< 1 Year,No,28194.0,152.0,126,0
1742537,1742537,Female,52,1,28.0,1,1-2 Year,Yes,61721.0,26.0,193,0
11076290,11076290,Male,74,1,29.0,1,1-2 Year,Yes,20484.0,26.0,99,0
3523694,3523694,Female,24,1,27.0,1,< 1 Year,No,29782.0,152.0,204,0
8639138,8639138,Female,45,1,28.0,0,1-2 Year,Yes,25708.0,124.0,155,0
8990262,8990262,Female,25,1,27.0,0,< 1 Year,Yes,2630.0,152.0,143,0
5363309,5363309,Male,28,1,28.0,1,< 1 Year,No,27303.0,152.0,72,0
9929219,9929219,Male,50,1,8.0,0,1-2 Year,Yes,49520.0,124.0,159,0
5638870,5638870,Male,61,1,9.0,0,> 2 Years,Yes,47740.0,124.0,80,0
6860863,6860863,Female,27,1,10.0,1,< 1 Year,No,25380.0,152.0,241,0
11468585,11468585,Male,25,1,17.0,1,< 1 Year,No,35228.0,151.0,245,0
2541741,2541741,Male,28,1,26.0,0,< 1 Year,Yes,2630.0,122.0,123,1
8235218,8235218,Male,25,1,29.0,1,< 1 Year,No,33109.0,152.0,59,0
250482,250482,Male,61,1,8.0,0,1-2 Year,Yes,35460.0,26.0,136,0
7286723,7286723,Female,41,1,8.0,1,1-2 Year,Yes,30300.0,25.0,79,0
4519900,4519900,Female,41,1,28.0,1,1-2 Year,No,61290.0,26.0,288,0
8346422,8346422,Female,48,1,28.0,1,1-2 Year,No,2630.0,124.0,223,0
1074685,1074685,Female,25,1,35.0,1,< 1 Year,No,39175.0,152.0,57,0
2820880,2820880,Female,44,1,28.0,0,1-2 Year,Yes,42361.0,26.0,272,0
9487024,9487024,Female,65,1,28.0,1,1-2 Year,No,57184.0,55.0,228,0
4923832,4923832,Female,49,1,16.0,0,1-2 Year,Yes,32978.0,152.0,140,0
5412005,5412005,Male,28,1,41.0,0,< 1 Year,Yes,24323.0,152.0,119,0
9691174,9691174,Female,41,1,28.0,1,1-2 Year,No,27508.0,124.0,164,0
8777621,8777621,Male,65,1,35.0,0,1-2 Year,Yes,29219.0,26.0,249,0
3645657,3645657,Female,23,1,15.0,1,< 1 Year,No,32352.0,152.0,213,0
4488379,4488379,Female,22,1,35.0,1,< 1 Year,No,29244.0,152.0,256,0
173830,173830,Male,40,1,8.0,0,1-2 Year,Yes,39807.0,124.0,98,0
3451860,3451860,Female,46,1,28.0,1,1-2 Year,No,40642.0,26.0,19,0
6782299,6782299,Female,24,1,50.0,1,< 1 Year,No,46900.0,152.0,58,0
9068786,9068786,Female,33,1,46.0,0,1-2 Year,Yes,28750.0,26.0,231,0
8036794,8036794,Male,29,1,21.0,1,< 1 Year,No,32539.0,152.0,241,0
6856636,6856636,Female,28,1,37.0,1,< 1 Year,No,35180.0,152.0,61,0
4921940,4921940,Male,25,1,15.0,1,< 1 Year,No,39722.0,152.0,106,0
6692310,6692310,Male,21,1,28.0,1,< 1 Year,No,64413.0,152.0,30,0
1405620,1405620,Female,24,1,28.0,0,< 1 Year,Yes,56899.0,152.0,276,0
6786507,6786507,Male,60,1,8.0,0,1-2 Year,Yes,37996.0,26.0,272,0
1964789,1964789,Female,26,1,28.0,1,< 1 Year,No,41312.0,152.0,195,0
6412029,6412029,Male,46,1,8.0,0,1-2 Year,Yes,24792.0,154.0,258,0
1344427,1344427,Female,34,1,28.0,0,1-2 Year,Yes,30279.0,124.0,118,0
5362160,5362160,Female,29,1,37.0,1,< 1 Year,No,30862.0,152.0,23,0
8995791,8995791,Male,21,1,26.0,1,< 1 Year,No,32549.0,152.0,256,0
4321632,4321632,Male,54,1,13.0,0,1-2 Year,Yes,2630.0,26.0,120,1
8560993,8560993,Male,49,1,8.0,1,1-2 Year,No,55149.0,26.0,256,0
6970883,6970883,Male,47,1,19.0,0,1-2 Year,Yes,30123.0,124.0,156,0
6381265,6381265,Male,63,1,28.0,0,> 2 Years,Yes,69856.0,55.0,84,0
5241666,5241666,Male,24,1,41.0,1,1-2 Year,No,40970.0,124.0,241,0
575264,575264,Female,22,1,13.0,1,< 1 Year,No,37190.0,152.0,283,0
2947893,2947893,Male,50,1,46.0,1,1-2 Year,No,29547.0,26.0,288,0
6979225,6979225,Female,24,1,47.0,1,< 1 Year,No,29168.0,152.0,151,0
2839062,2839062,Male,48,1,47.0,0,1-2 Year,Yes,30985.0,26.0,158,0
7330517,7330517,Male,32,1,50.0,1,< 1 Year,No,36106.0,152.0,185,0
7695184,7695184,Male,66,1,30.0,1,1-2 Year,No,29935.0,124.0,133,0
595427,595427,Male,29,1,28.0,0,1-2 Year,Yes,2630.0,156.0,18,0
6395164,6395164,Male,33,1,13.0,0,1-2 Year,Yes,35155.0,26.0,189,1
2607858,2607858,Female,29,1,11.0,1,< 1 Year,No,27978.0,152.0,154,0
3725036,3725036,Male,52,1,8.0,1,1-2 Year,No,33003.0,26.0,185,0
4609298,4609298,Male,64,1,8.0,0,1-2 Year,Yes,39089.0,26.0,72,0
6754173,6754173,Female,23,1,49.0,0,< 1 Year,Yes,31681.0,152.0,88,0
5445508,5445508,Male,56,1,28.0,0,1-2 Year,Yes,40335.0,26.0,251,0
9838043,9838043,Male,58,1,46.0,1,1-2 Year,No,2630.0,124.0,23,0
11224883,11224883,Male,23,1,28.0,1,< 1 Year,Yes,34391.0,163.0,153,1
7748863,7748863,Female,23,1,28.0,0,< 1 Year,Yes,2630.0,158.0,91,0
389300,389300,Male,42,1,36.0,0,1-2 Year,Yes,28963.0,124.0,217,0
9891451,9891451,Female,23,1,29.0,1,< 1 Year,No,29244.0,152.0,193,0
5293575,5293575,Female,39,1,41.0,0,1-2 Year,Yes,32462.0,26.0,27,0
6319959,6319959,Female,58,1,28.0,1,1-2 Year,No,47125.0,26.0,158,0
4391048,4391048,Male,49,1,28.0,0,1-2 Year,Yes,28482.0,24.0,84,0
922431,922431,Male,26,1,41.0,1,< 1 Year,No,31598.0,152.0,38,0
9995802,9995802,Female,22,1,30.0,1,< 1 Year,No,37381.0,152.0,296,0
237528,237528,Male,49,1,31.0,0,> 2 Years,Yes,2630.0,148.0,61,0
9039291,9039291,Female,21,1,3.0,0,< 1 Year,Yes,18209.0,152.0,152,1
7525715,7525715,Female,25,1,45.0,1,1-2 Year,No,2630.0,26.0,270,0
1438714,1438714,Male,24,1,16.0,0,< 1 Year,Yes,33171.0,151.0,73,0
559731,559731,Male,23,1,35.0,1,< 1 Year,No,25810.0,152.0,118,0
9389718,9389718,Female,24,1,30.0,1,< 1 Year,No,27845.0,152.0,50,0
874881,874881,Male,48,1,28.0,0,> 2 Years,Yes,38641.0,26.0,148,1
679221,679221,Female,32,1,8.0,1,1-2 Year,No,25208.0,7.0,26,0
9736635,9736635,Male,64,1,28.0,0,> 2 Years,Yes,2630.0,122.0,299,0
3884993,3884993,Male,22,1,30.0,0,< 1 Year,No,24967.0,152.0,242,0
881938,881938,Male,72,1,28.0,0,1-2 Year,Yes,34245.0,29.0,259,0
9668427,9668427,Male,34,1,41.0,0,1-2 Year,No,23462.0,124.0,85,0
5086056,5086056,Female,23,1,34.0,1,< 1 Year,Yes,28651.0,152.0,157,0
7347685,7347685,Male,23,1,45.0,0,1-2 Year,Yes,37161.0,124.0,93,0
6081463,6081463,Male,21,1,8.0,0,< 1 Year,Yes,47209.0,160.0,285,0
7527566,7527566,Male,43,1,28.0,0,1-2 Year,Yes,45901.0,124.0,24,0
5224129,5224129,Male,23,1,28.0,1,< 1 Year,No,49229.0,152.0,284,0
6066469,6066469,Female,56,1,28.0,0,1-2 Year,Yes,56917.0,26.0,232,0
1829229,1829229,Female,71,1,47.0,0,1-2 Year,Yes,39744.0,124.0,272,1
9518986,9518986,Male,23,1,6.0,1,< 1 Year,No,29109.0,152.0,106,0
3005763,3005763,Male,46,1,28.0,0,1-2 Year,Yes,58896.0,26.0,75,0
4842632,4842632,Female,80,1,28.0,0,1-2 Year,Yes,36239.0,26.0,243,0
971161,971161,Male,48,1,20.0,0,1-2 Year,Yes,2630.0,26.0,26,1
270550,270550,Female,24,1,30.0,0,< 1 Year,Yes,2630.0,157.0,133,0
5183336,5183336,Male,23,1,12.0,1,< 1 Year,No,28379.0,152.0,170,0
10857337,10857337,Male,22,1,26.0,0,< 1 Year,Yes,28561.0,152.0,90,0
3509761,3509761,Male,21,1,8.0,0,< 1 Year,Yes,38593.0,152.0,196,1
863057,863057,Female,40,1,28.0,0,1-2 Year,Yes,44967.0,26.0,128,0
987698,987698,Female,26,1,38.0,1,< 1 Year,No,2630.0,160.0,185,0
5062537,5062537,Female,39,1,8.0,0,1-2 Year,Yes,40014.0,7.0,296,0
5272159,5272159,Male,44,1,18.0,0,1-2 Year,Yes,31833.0,124.0,21,0
9543365,9543365,Female,45,1,32.0,1,1-2 Year,No,28073.0,26.0,170,0
10963358,10963358,Male,26,1,15.0,1,< 1 Year,No,26478.0,152.0,244,0
10344693,10344693,Female,38,1,46.0,0,< 1 Year,No,2630.0,1.0,23,0
5662601,5662601,Female,45,1,28.0,0,1-2 Year,Yes,58944.0,124.0,90,1
3781792,3781792,Male,45,1,28.0,0,1-2 Year,Yes,25690.0,124.0,148,0
9257152,9257152,Female,26,1,28.0,1,< 1 Year,No,25652.0,152.0,190,0
4913315,4913315,Male,55,1,3.0,0,1-2 Year,Yes,33998.0,26.0,73,0
5325810,5325810,Male,21,1,41.0,1,< 1 Year,Yes,36324.0,160.0,158,0
7963105,7963105,Female,28,1,30.0,1,< 1 Year,No,38511.0,152.0,281,0
11433800,11433800,Female,23,1,50.0,0,< 1 Year,Yes,35018.0,152.0,167,0
9823114,9823114,Female,44,1,28.0,1,1-2 Year,No,37362.0,157.0,160,0
9478818,9478818,Male,21,1,11.0,0,< 1 Year,Yes,53167.0,152.0,161,0
7304969,7304969,Male,63,1,28.0,1,1-2 Year,No,35610.0,124.0,113,0
6456848,6456848,Female,27,1,28.0,1,< 1 Year,No,39719.0,152.0,98,0
2945686,2945686,Female,28,1,28.0,0,1-2 Year,No,34853.0,156.0,262,1
11418534,11418534,Male,42,1,41.0,0,1-2 Year,Yes,29195.0,154.0,95,0
6145887,6145887,Male,27,1,47.0,1,< 1 Year,No,22727.0,152.0,284,0
827740,827740,Male,61,1,28.0,0,1-2 Year,Yes,27012.0,26.0,123,0
11414014,11414014,Male,26,1,37.0,0,< 1 Year,Yes,35555.0,124.0,187,0
71609,71609,Male,20,1,6.0,1,< 1 Year,No,39547.0,160.0,33,0
9328000,9328000,Male,28,1,17.0,0,< 1 Year,Yes,31925.0,152.0,251,0
4912767,4912767,Male,49,1,33.0,0,1-2 Year,Yes,30104.0,26.0,215,0
3200762,3200762,Male,63,1,28.0,0,> 2 Years,Yes,28708.0,26.0,214,1
6680639,6680639,Male,47,1,29.0,0,1-2 Year,Yes,2630.0,157.0,242,0
10191517,10191517,Female,61,1,41.0,1,1-2 Year,No,47899.0,152.0,101,0
617034,617034,Female,32,1,28.0,0,< 1 Year,No,49871.0,152.0,257,1
10954963,10954963,Male,40,1,14.0,0,1-2 Year,No,28361.0,124.0,18,0
10354979,10354979,Male,24,1,33.0,1,< 1 Year,No,30651.0,152.0,92,0
6679816,6679816,Male,29,1,28.0,0,< 1 Year,Yes,37307.0,152.0,95,0
1007612,1007612,Male,28,1,15.0,1,< 1 Year,No,33523.0,152.0,43,0
4765207,4765207,Female,23,1,41.0,1,< 1 Year,No,30449.0,152.0,126,0
3607775,3607775,Male,65,1,47.0,0,1-2 Year,Yes,39800.0,26.0,61,0
4245878,4245878,Female,22,1,28.0,0,< 1 Year,No,2630.0,1.0,222,0
1879640,1879640,Male,45,1,42.0,1,1-2 Year,No,38140.0,26.0,123,0
3223517,3223517,Female,20,1,41.0,1,< 1 Year,No,43199.0,160.0,207,0
2945738,2945738,Female,28,1,17.0,1,< 1 Year,No,37170.0,152.0,199,0
8569794,8569794,Female,33,1,28.0,0,1-2 Year,Yes,26191.0,156.0,132,1
4155405,4155405,Female,24,1,28.0,0,< 1 Year,Yes,47188.0,152.0,68,1
3316107,3316107,Female,22,1,36.0,1,< 1 Year,No,30983.0,152.0,102,0
5250236,5250236,Male,43,1,46.0,0,1-2 Year,Yes,30974.0,124.0,284,1
5009629,5009629,Female,22,1,13.0,1,< 1 Year,Yes,2630.0,152.0,142,0
8550006,8550006,Female,21,1,28.0,1,< 1 Year,No,42470.0,152.0,113,0
7199241,7199241,Male,67,1,48.0,0,1-2 Year,Yes,2630.0,15.0,184,1
7969719,7969719,Male,29,1,6.0,1,< 1 Year,No,38122.0,152.0,119,0
9131420,9131420,Male,39,1,18.0,0,1-2 Year,Yes,2630.0,154.0,83,0
10152627,10152627,Male,25,1,11.0,1,< 1 Year,No,40882.0,152.0,92,0
9161608,9161608,Female,36,1,3.0,0,1-2 Year,Yes,2630.0,26.0,22,0
7301638,7301638,Male,24,1,11.0,1,< 1 Year,No,27226.0,152.0,215,0
8972179,8972179,Female,31,1,41.0,0,< 1 Year,Yes,33499.0,26.0,21,0
10454193,10454193,Male,24,1,10.0,1,< 1 Year,No,35367.0,152.0,289,0
3244791,3244791,Female,24,1,34.0,1,< 1 Year,No,30809.0,152.0,126,0
9352813,9352813,Male,36,1,21.0,1,1-2 Year,No,31182.0,152.0,292,0
9596433,9596433,Male,45,1,8.0,0,1-2 Year,Yes,31399.0,124.0,183,0
9696823,9696823,Female,55,1,28.0,0,> 2 Years,Yes,47892.0,26.0,251,0
2185769,2185769,Male,43,1,28.0,0,1-2 Year,Yes,50966.0,26.0,244,0
10365473,10365473,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,25.0,282,0
1857988,1857988,Male,23,1,8.0,1,< 1 Year,No,28861.0,151.0,185,0
1870590,1870590,Female,24,1,35.0,1,< 1 Year,No,29340.0,152.0,210,0
2021275,2021275,Female,25,1,8.0,1,< 1 Year,No,29760.0,152.0,63,0
3501998,3501998,Female,71,1,8.0,1,1-2 Year,No,46752.0,160.0,110,0
5080341,5080341,Female,24,1,41.0,0,< 1 Year,Yes,37488.0,152.0,47,0
5906561,5906561,Male,49,1,8.0,0,1-2 Year,Yes,38768.0,152.0,141,0
7488453,7488453,Female,42,1,28.0,1,1-2 Year,No,37200.0,26.0,123,0
3561129,3561129,Male,45,1,14.0,0,1-2 Year,Yes,28358.0,124.0,277,1
2300578,2300578,Female,25,1,49.0,1,< 1 Year,No,33756.0,152.0,135,0
6644745,6644745,Male,43,1,9.0,0,1-2 Year,Yes,36182.0,26.0,219,0
5187606,5187606,Female,69,1,28.0,0,> 2 Years,Yes,51447.0,124.0,47,0
505306,505306,Male,28,1,28.0,1,< 1 Year,No,47608.0,152.0,69,0
